id;labels
82984;No gesture
63260;Swiping Right
69009;Swiping Left
71131;Thumb Up
61736;Zooming Out With Full Hand
70619;Zooming In With Full Hand
90785;Zooming In With Full Hand
147273;No gesture
4709;Thumb Up
98632;Zooming Out With Full Hand
118070;Thumb Down
23468;No gesture
105472;Thumb Up
11947;Swiping Left
82008;Swiping Right
86328;Thumb Up
62927;Swiping Left
114149;Zooming Out With Full Hand
142601;No gesture
43202;Zooming Out With Full Hand
53354;No gesture
133821;Zooming Out With Full Hand
88642;No gesture
15256;Thumb Up
39631;Zooming Out With Full Hand
54252;Swiping Right
50917;Thumb Down
84671;Swiping Right
18277;Thumb Up
26310;Zooming In With Full Hand
27612;No gesture
61006;Thumb Up
63420;Swiping Right
19633;Zooming In With Full Hand
7701;Thumb Down
28541;Zooming In With Full Hand
143332;Zooming In With Full Hand
8350;Swiping Right
26613;Zooming Out With Full Hand
68857;Zooming Out With Full Hand
86944;Thumb Up
115066;No gesture
147842;Zooming In With Full Hand
140917;Thumb Up
129630;Swiping Right
132283;Zooming Out With Full Hand
65748;Zooming Out With Full Hand
90377;Zooming In With Full Hand
92373;Swiping Left
124760;Swiping Left
84844;Zooming Out With Full Hand
15833;Zooming Out With Full Hand
103655;No gesture
42556;Swiping Right
116974;Thumb Up
141535;No gesture
19121;Swiping Right
122850;Thumb Down
108792;No gesture
10038;No gesture
70277;Swiping Right
7205;Swiping Left
85483;Zooming In With Full Hand
34798;No gesture
139316;Thumb Up
52633;Thumb Down
95522;Thumb Down
25087;Thumb Down
3243;Thumb Up
49115;Swiping Left
24215;Thumb Up
116942;No gesture
107569;Zooming Out With Full Hand
50662;Zooming Out With Full Hand
42570;Thumb Up
39251;Swiping Left
80922;Zooming Out With Full Hand
133678;No gesture
80464;No gesture
117934;Swiping Right
63938;Zooming Out With Full Hand
65093;Thumb Down
27761;No gesture
109548;Thumb Up
110116;Thumb Down
27858;Zooming Out With Full Hand
124226;Thumb Up
99986;Swiping Left
35044;Thumb Up
122414;Swiping Right
138853;Swiping Left
141042;Thumb Up
76504;Thumb Down
142408;Swiping Left
88008;Thumb Down
75028;Swiping Right
102193;Swiping Right
142640;Zooming In With Full Hand
8213;Thumb Down
13927;No gesture
7671;Swiping Right
70516;No gesture
107736;Thumb Down
31656;Thumb Up
63210;Thumb Down
104807;Thumb Down
62750;Thumb Up
16337;Swiping Right
68556;No gesture
19591;Swiping Right
71596;Swiping Left
28638;Zooming Out With Full Hand
1062;No gesture
15095;No gesture
35617;Thumb Down
42596;Zooming In With Full Hand
19535;No gesture
56582;Zooming In With Full Hand
22891;Thumb Down
109602;Thumb Up
34508;Zooming In With Full Hand
17757;Swiping Right
33015;Swiping Right
119760;Thumb Down
91670;Swiping Left
69823;Zooming In With Full Hand
65271;Swiping Right
63801;Zooming In With Full Hand
683;No gesture
32111;Zooming Out With Full Hand
13755;Zooming In With Full Hand
74539;Swiping Right
128748;Zooming Out With Full Hand
6259;No gesture
101596;No gesture
100927;Swiping Left
54938;Swiping Left
88839;Zooming In With Full Hand
128105;No gesture
97929;Swiping Right
49746;Swiping Left
144501;Thumb Down
103364;Zooming Out With Full Hand
32501;Swiping Left
73685;Thumb Down
33276;Swiping Left
125619;Thumb Up
95991;Swiping Right
1193;Zooming In With Full Hand
24836;No gesture
133675;Thumb Down
24962;Thumb Up
11338;Zooming In With Full Hand
72470;Thumb Up
60149;Zooming In With Full Hand
127280;Thumb Down
104996;No gesture
48413;Swiping Left
115127;Swiping Left
141809;Thumb Down
31022;Thumb Down
135980;Zooming In With Full Hand
1949;Thumb Down
100824;Thumb Up
68350;No gesture
58362;Zooming In With Full Hand
78729;Zooming Out With Full Hand
24835;No gesture
69307;Swiping Left
43347;Swiping Right
8372;Thumb Down
65174;No gesture
64763;Zooming Out With Full Hand
118604;Swiping Left
26979;Zooming Out With Full Hand
99542;No gesture
32243;Thumb Down
96696;Swiping Right
87751;No gesture
115613;Thumb Down
42052;Zooming Out With Full Hand
5644;No gesture
32937;Zooming In With Full Hand
132510;Swiping Left
93977;Thumb Down
70860;Thumb Down
122559;Thumb Down
89728;No gesture
92368;Zooming Out With Full Hand
2964;Swiping Left
49604;Thumb Up
40879;Zooming In With Full Hand
71404;Thumb Down
59629;Swiping Left
53214;No gesture
32783;Thumb Up
86381;Thumb Up
8656;No gesture
110216;Swiping Left
91494;No gesture
25636;No gesture
8464;Swiping Right
108945;Thumb Down
131901;Swiping Right
2849;Thumb Down
50727;Thumb Down
122171;Thumb Up
74060;No gesture
116195;Thumb Up
137151;Zooming Out With Full Hand
93330;Thumb Up
471;Zooming Out With Full Hand
69276;Thumb Up
42891;Swiping Left
16619;Zooming Out With Full Hand
139570;Swiping Left
124834;Thumb Up
5308;Zooming In With Full Hand
1447;Thumb Up
107512;Thumb Up
129772;Swiping Right
126504;Swiping Left
92689;No gesture
1052;Thumb Up
111675;Thumb Up
63627;Swiping Right
103791;Thumb Down
45500;Zooming In With Full Hand
69015;Swiping Right
114534;Swiping Left
87534;No gesture
22277;Thumb Up
30901;Zooming In With Full Hand
82096;Swiping Left
87955;Swiping Left
85791;Swiping Left
110549;Swiping Left
98792;No gesture
6278;Swiping Right
100716;Thumb Down
28539;Swiping Left
61691;No gesture
47585;Swiping Left
5113;Zooming Out With Full Hand
38074;Thumb Down
73202;Zooming In With Full Hand
85104;Zooming Out With Full Hand
31357;Zooming Out With Full Hand
51865;Zooming In With Full Hand
8507;Thumb Up
82761;Zooming In With Full Hand
128128;Thumb Up
65949;Swiping Right
101679;Zooming Out With Full Hand
89386;Zooming Out With Full Hand
46087;Thumb Down
49119;No gesture
22927;Swiping Right
54144;Thumb Down
841;Zooming In With Full Hand
83911;Thumb Down
70147;Thumb Up
37756;Swiping Right
53527;Zooming Out With Full Hand
107959;Zooming In With Full Hand
127493;Thumb Down
120787;Swiping Right
92273;Zooming Out With Full Hand
69652;Zooming In With Full Hand
73857;Swiping Left
28949;Thumb Up
72847;Swiping Left
123572;Swiping Left
46855;Thumb Up
101451;Thumb Up
77246;Thumb Down
1361;Thumb Up
81441;Thumb Up
61001;No gesture
60883;Thumb Up
140795;Swiping Left
122284;Zooming In With Full Hand
127395;Thumb Up
44453;Thumb Down
121115;No gesture
137082;No gesture
54309;Zooming Out With Full Hand
21387;Thumb Down
82182;Swiping Right
83262;No gesture
126382;Thumb Down
24804;No gesture
92279;Thumb Down
106150;Zooming Out With Full Hand
8044;Swiping Right
50260;Swiping Right
131822;Swiping Left
17738;Thumb Down
36874;Thumb Up
47107;Zooming In With Full Hand
9611;Swiping Left
2347;No gesture
22855;Thumb Down
6492;Zooming In With Full Hand
107869;Swiping Left
29418;Zooming In With Full Hand
131729;Swiping Right
94759;Zooming Out With Full Hand
103628;Thumb Up
67506;Thumb Up
32800;Swiping Left
128455;Zooming Out With Full Hand
101624;No gesture
146450;Zooming Out With Full Hand
118059;Thumb Down
13655;Swiping Left
141945;Zooming Out With Full Hand
129002;Swiping Right
117768;Swiping Left
20939;Swiping Left
40062;Thumb Down
25099;Zooming In With Full Hand
61775;Zooming Out With Full Hand
93249;Zooming Out With Full Hand
70015;Swiping Left
142840;Thumb Down
5293;Thumb Down
137443;Swiping Left
99004;No gesture
89952;Swiping Left
68920;Thumb Up
96640;Zooming Out With Full Hand
136708;Swiping Left
117229;Zooming In With Full Hand
127033;No gesture
52;Zooming Out With Full Hand
26868;Swiping Left
79708;Thumb Up
123175;Thumb Down
31207;Zooming In With Full Hand
80561;Zooming Out With Full Hand
58754;Swiping Left
38210;No gesture
145693;Swiping Left
75408;Thumb Up
64125;Thumb Down
24477;No gesture
104481;Swiping Left
134063;No gesture
9123;Swiping Right
140930;Thumb Down
15148;Swiping Right
3810;Thumb Down
107451;Thumb Down
139658;Zooming Out With Full Hand
135901;Swiping Left
31102;Thumb Up
56764;No gesture
38189;Zooming In With Full Hand
136845;Zooming Out With Full Hand
41595;Thumb Up
108643;Zooming Out With Full Hand
94270;Swiping Right
145333;Zooming In With Full Hand
113874;Thumb Down
68414;Swiping Right
87785;Thumb Up
21551;Swiping Left
48015;Thumb Down
49093;Swiping Left
38327;Thumb Up
74295;Swiping Right
84896;Thumb Up
22321;Zooming Out With Full Hand
36229;No gesture
107844;Thumb Down
94533;No gesture
20970;Thumb Up
3120;No gesture
63101;Zooming In With Full Hand
7562;No gesture
32876;No gesture
71896;No gesture
76126;Thumb Down
15014;Swiping Left
55216;No gesture
121542;Swiping Left
30117;No gesture
79692;Swiping Right
143469;Thumb Up
46973;Thumb Up
88938;Zooming Out With Full Hand
145049;Thumb Down
19136;No gesture
95254;Thumb Up
65228;Thumb Up
7465;No gesture
103847;Thumb Up
107396;No gesture
124192;Thumb Down
59019;Zooming In With Full Hand
63459;No gesture
96300;Swiping Right
112405;Zooming In With Full Hand
5321;Thumb Up
139184;Swiping Right
115591;Swiping Left
113001;No gesture
17521;No gesture
85122;No gesture
15935;Swiping Right
9657;Thumb Up
118618;Zooming Out With Full Hand
40056;Swiping Left
29694;Swiping Left
91027;Zooming Out With Full Hand
57343;No gesture
106152;Thumb Down
82966;Thumb Down
103987;Thumb Up
144254;Zooming Out With Full Hand
43757;Swiping Left
68012;Swiping Right
109833;Thumb Down
15646;Swiping Right
82659;Zooming Out With Full Hand
80132;Zooming In With Full Hand
49721;Thumb Down
32410;Thumb Up
40291;Swiping Right
28293;Swiping Right
137247;Zooming Out With Full Hand
73744;Swiping Left
13201;Swiping Left
64071;Swiping Left
20225;No gesture
53783;Zooming Out With Full Hand
95887;Swiping Left
5512;Thumb Up
35565;Zooming Out With Full Hand
133301;Swiping Right
33359;Swiping Right
55954;Thumb Down
100114;Zooming Out With Full Hand
31670;Zooming Out With Full Hand
78982;Thumb Up
110860;Swiping Right
35283;Swiping Right
27465;Thumb Down
61255;Zooming In With Full Hand
15864;Thumb Up
146515;No gesture
6729;Swiping Right
103394;Thumb Up
137788;Thumb Up
69575;Thumb Down
5102;Zooming Out With Full Hand
132900;No gesture
73967;Swiping Right
112288;Swiping Right
27397;Zooming In With Full Hand
45169;No gesture
134321;Thumb Up
134688;Thumb Up
96871;Swiping Left
35599;Zooming Out With Full Hand
26700;Swiping Left
85139;Swiping Right
5945;Thumb Up
65453;No gesture
48093;Swiping Right
47205;Zooming In With Full Hand
15116;Swiping Right
78477;Swiping Left
49274;Thumb Down
6597;Zooming Out With Full Hand
21216;Zooming In With Full Hand
86847;Thumb Up
34672;Swiping Left
31539;Thumb Down
70716;Thumb Up
137336;Zooming Out With Full Hand
112451;Swiping Left
4885;No gesture
4998;Thumb Down
39374;No gesture
39577;Thumb Up
42787;Thumb Up
128234;Thumb Up
5816;Zooming In With Full Hand
106362;No gesture
75338;Zooming In With Full Hand
76998;Zooming In With Full Hand
87585;Swiping Right
130266;No gesture
15153;Thumb Down
1176;Zooming In With Full Hand
74647;Thumb Up
21690;No gesture
147544;Swiping Left
110503;Swiping Left
138745;Zooming In With Full Hand
103586;Swiping Right
136392;Zooming Out With Full Hand
110105;Swiping Left
9703;Thumb Down
85865;Swiping Left
29816;Swiping Left
124691;Swiping Left
148016;Zooming In With Full Hand
113588;No gesture
47132;Swiping Right
74493;Swiping Left
118953;No gesture
61296;Thumb Down
137525;Zooming In With Full Hand
59582;No gesture
144334;Thumb Down
76992;Zooming In With Full Hand
127353;Zooming In With Full Hand
65494;Zooming In With Full Hand
140475;Thumb Down
109667;Swiping Right
36613;Zooming In With Full Hand
7396;Swiping Left
57461;Thumb Down
86616;Swiping Right
136346;Thumb Up
100094;Zooming Out With Full Hand
145577;Zooming Out With Full Hand
84249;Zooming Out With Full Hand
121640;Thumb Up
144312;Thumb Up
87913;Thumb Up
113161;Swiping Right
18019;Swiping Right
88755;Zooming Out With Full Hand
73389;Swiping Right
88267;Swiping Right
82397;Swiping Left
45743;Swiping Left
14380;Swiping Right
62025;Swiping Right
69522;Swiping Left
8366;No gesture
78090;No gesture
81657;Thumb Up
64073;Swiping Left
101853;Zooming Out With Full Hand
6951;Thumb Down
504;No gesture
130172;No gesture
89412;Thumb Down
38056;Zooming In With Full Hand
41208;Zooming Out With Full Hand
105802;No gesture
24684;No gesture
78011;Thumb Down
89930;Thumb Down
91348;No gesture
2577;Thumb Down
2685;Zooming Out With Full Hand
7020;Thumb Down
79633;Thumb Up
140640;Zooming Out With Full Hand
50945;Zooming In With Full Hand
62899;Swiping Left
2786;Zooming Out With Full Hand
78365;Swiping Right
16660;Thumb Down
102899;Swiping Right
140536;Zooming In With Full Hand
24271;Thumb Down
54497;Swiping Right
12969;Swiping Left
41772;Zooming Out With Full Hand
24650;No gesture
3384;Zooming Out With Full Hand
93093;Thumb Up
107851;Thumb Up
141165;Thumb Up
105089;Zooming Out With Full Hand
85275;Zooming In With Full Hand
66507;Thumb Up
119581;Swiping Right
68584;Zooming Out With Full Hand
55122;Thumb Up
3312;Zooming Out With Full Hand
91586;No gesture
101359;Zooming Out With Full Hand
140625;Zooming Out With Full Hand
48932;No gesture
68596;Thumb Up
122337;Swiping Right
82263;Zooming Out With Full Hand
70907;Swiping Right
49575;Thumb Down
144173;Thumb Down
145405;Zooming In With Full Hand
57584;Thumb Down
35719;No gesture
82945;Zooming Out With Full Hand
49029;Swiping Left
116736;No gesture
34896;Thumb Up
16638;Zooming Out With Full Hand
99113;Swiping Left
65234;Swiping Left
108330;Swiping Right
22118;No gesture
137310;Zooming In With Full Hand
23363;Thumb Down
1975;No gesture
145180;No gesture
65830;No gesture
98867;Zooming In With Full Hand
116031;Zooming In With Full Hand
96772;Zooming Out With Full Hand
96783;No gesture
18075;Zooming Out With Full Hand
110325;Zooming In With Full Hand
310;Thumb Up
109128;No gesture
117424;Swiping Left
58966;Zooming In With Full Hand
21603;Swiping Left
116721;Zooming In With Full Hand
133565;Zooming Out With Full Hand
30008;Swiping Left
135311;Thumb Down
19989;Thumb Down
109684;Zooming In With Full Hand
39748;Swiping Right
52294;Thumb Up
50536;Thumb Down
144708;Thumb Up
65640;Zooming In With Full Hand
146449;Zooming In With Full Hand
1664;Zooming In With Full Hand
105811;Thumb Down
6062;Zooming Out With Full Hand
112263;Zooming In With Full Hand
102829;Zooming In With Full Hand
3274;Thumb Down
126619;Thumb Up
23151;Zooming In With Full Hand
14195;Zooming In With Full Hand
81281;Thumb Down
136340;No gesture
40708;Swiping Left
17901;Zooming Out With Full Hand
127744;No gesture
62685;Thumb Up
117105;Thumb Up
27228;Zooming In With Full Hand
92315;Swiping Right
118467;Zooming Out With Full Hand
70567;Zooming In With Full Hand
40153;Zooming In With Full Hand
78398;Swiping Right
70064;Zooming Out With Full Hand
122994;Thumb Up
108356;Thumb Up
70824;No gesture
28118;Swiping Left
25464;Zooming In With Full Hand
95075;Zooming In With Full Hand
35264;No gesture
119281;Zooming In With Full Hand
54281;Zooming Out With Full Hand
14008;Thumb Down
96990;Swiping Right
59082;Zooming In With Full Hand
84452;Zooming Out With Full Hand
117967;Swiping Right
44665;No gesture
21060;No gesture
104719;Zooming In With Full Hand
133016;Zooming Out With Full Hand
62765;No gesture
49844;Thumb Down
62091;Swiping Left
31788;Swiping Right
67951;Zooming In With Full Hand
24923;Zooming In With Full Hand
127354;Zooming Out With Full Hand
31155;Zooming In With Full Hand
56733;Swiping Right
76186;Swiping Right
15007;Zooming In With Full Hand
73248;Zooming In With Full Hand
5181;Swiping Left
93410;Zooming In With Full Hand
30475;Thumb Up
73069;Thumb Up
130081;Swiping Left
121847;Zooming Out With Full Hand
12657;Zooming In With Full Hand
130511;Zooming In With Full Hand
15785;Thumb Up
93508;Swiping Right
10491;Thumb Up
137796;Thumb Up
43634;No gesture
138492;Zooming In With Full Hand
27662;Thumb Down
70139;No gesture
88476;Swiping Left
126443;No gesture
79482;Zooming Out With Full Hand
104089;No gesture
52276;Zooming In With Full Hand
114439;Swiping Right
38103;Thumb Down
48468;Thumb Down
54469;Swiping Left
46847;Swiping Left
44230;Thumb Up
5463;No gesture
142178;No gesture
85823;No gesture
142015;Thumb Up
79580;No gesture
5419;Swiping Left
33173;Swiping Right
63441;Swiping Right
71619;Zooming Out With Full Hand
19479;Zooming In With Full Hand
16330;Zooming In With Full Hand
96030;Swiping Left
18134;Swiping Left
66769;Zooming In With Full Hand
143086;Thumb Down
134373;Swiping Right
34979;Zooming In With Full Hand
79357;Swiping Left
21386;Thumb Up
36273;Thumb Up
53465;Zooming In With Full Hand
105352;Swiping Right
38524;Swiping Left
52774;No gesture
50880;Zooming In With Full Hand
28887;Zooming Out With Full Hand
50099;Zooming Out With Full Hand
43920;Swiping Left
74009;Thumb Up
45580;Thumb Down
225;Swiping Left
121353;Thumb Up
82944;Thumb Down
30995;No gesture
22844;Zooming In With Full Hand
138275;No gesture
86380;No gesture
119083;Swiping Left
126063;No gesture
115841;Zooming Out With Full Hand
107453;Swiping Left
25802;Swiping Right
113133;Thumb Down
23249;Thumb Up
141570;Swiping Left
126275;Swiping Left
11961;Zooming Out With Full Hand
71527;Swiping Right
136737;Zooming In With Full Hand
147341;Zooming In With Full Hand
64585;Swiping Left
117887;Thumb Up
117190;Zooming Out With Full Hand
97953;Zooming In With Full Hand
54050;Swiping Right
130867;Zooming In With Full Hand
76990;Zooming In With Full Hand
117338;Thumb Down
113029;No gesture
53000;Zooming In With Full Hand
47728;No gesture
62521;No gesture
110339;No gesture
84259;Swiping Left
46966;No gesture
8861;Zooming In With Full Hand
41499;Thumb Up
106260;Thumb Up
20497;Zooming Out With Full Hand
40626;Zooming Out With Full Hand
131336;Swiping Right
63235;No gesture
138729;Thumb Down
36295;Thumb Up
74605;Thumb Up
81760;Zooming In With Full Hand
81813;Thumb Up
49577;No gesture
43917;Zooming In With Full Hand
101919;Swiping Right
105249;Zooming Out With Full Hand
14526;Swiping Left
89055;Swiping Left
12393;Zooming Out With Full Hand
17946;Swiping Left
135558;No gesture
85677;Swiping Right
110338;Swiping Left
49712;Thumb Down
53095;No gesture
21669;Swiping Left
87673;Thumb Down
139630;No gesture
3482;Swiping Left
83512;No gesture
97257;Thumb Down
37828;Zooming In With Full Hand
67966;Zooming In With Full Hand
89730;Swiping Left
98647;Zooming In With Full Hand
142689;Zooming In With Full Hand
39067;Zooming Out With Full Hand
60880;Thumb Down
61303;Zooming Out With Full Hand
115805;No gesture
13670;Zooming Out With Full Hand
110390;Swiping Right
57273;Zooming Out With Full Hand
83239;Thumb Down
23632;Zooming In With Full Hand
41774;Swiping Right
107940;Zooming In With Full Hand
40136;Zooming Out With Full Hand
119843;Thumb Down
25651;Zooming Out With Full Hand
3245;Zooming In With Full Hand
15073;Zooming In With Full Hand
143713;Zooming Out With Full Hand
70858;Zooming In With Full Hand
118482;Swiping Right
62135;Zooming In With Full Hand
327;Swiping Left
95750;Swiping Right
4802;Thumb Up
113952;No gesture
128654;Zooming Out With Full Hand
148064;No gesture
61546;Swiping Right
140330;Swiping Left
81677;Swiping Left
72979;Swiping Right
119870;Zooming Out With Full Hand
97958;Swiping Left
112666;Swiping Right
97610;Thumb Down
114753;Zooming Out With Full Hand
48617;Zooming Out With Full Hand
22537;Swiping Right
119718;Swiping Right
139701;No gesture
14572;No gesture
14085;Swiping Left
41913;Zooming In With Full Hand
30236;Swiping Right
79271;Zooming In With Full Hand
96500;Zooming Out With Full Hand
92533;Thumb Down
146763;Swiping Right
123936;Thumb Down
114951;Swiping Left
138120;Thumb Down
141391;Thumb Up
147460;Zooming In With Full Hand
73042;Thumb Up
131486;Swiping Right
117909;No gesture
127748;Zooming Out With Full Hand
31293;Thumb Up
34782;Thumb Down
130189;Swiping Left
94511;No gesture
59669;Zooming In With Full Hand
144344;Thumb Down
72242;Zooming Out With Full Hand
137888;Swiping Left
35577;No gesture
87829;Zooming In With Full Hand
72803;Thumb Up
121775;Thumb Down
121164;No gesture
121835;Swiping Right
111640;Swiping Right
64801;Zooming In With Full Hand
67065;Zooming Out With Full Hand
118313;No gesture
9462;Zooming In With Full Hand
92899;Zooming In With Full Hand
109523;Zooming Out With Full Hand
118274;Zooming Out With Full Hand
98185;Thumb Down
70395;Zooming In With Full Hand
52797;Swiping Left
95386;Thumb Down
51371;Thumb Up
34786;Thumb Up
21972;Thumb Down
23016;No gesture
82023;Zooming Out With Full Hand
118209;Swiping Left
40637;Zooming Out With Full Hand
73486;Zooming Out With Full Hand
113812;Zooming Out With Full Hand
97947;Zooming Out With Full Hand
136040;No gesture
10919;Swiping Left
146451;Zooming In With Full Hand
34124;Thumb Down
107680;Thumb Down
29756;No gesture
59417;Swiping Left
123065;Thumb Down
103045;Zooming In With Full Hand
21403;Swiping Right
59983;Swiping Left
10208;No gesture
73629;Swiping Right
50405;Thumb Up
67508;Swiping Left
77018;Zooming In With Full Hand
127251;Thumb Up
65693;No gesture
16143;Zooming In With Full Hand
54506;Swiping Left
50911;Swiping Left
54581;Thumb Down
140766;Zooming Out With Full Hand
118119;Swiping Right
85577;Zooming In With Full Hand
64539;Zooming In With Full Hand
141350;Swiping Right
73993;Zooming Out With Full Hand
122923;No gesture
121581;Zooming In With Full Hand
72882;Thumb Up
926;Swiping Right
119149;No gesture
115095;Zooming Out With Full Hand
96987;Thumb Down
124072;No gesture
32493;Swiping Right
85228;Zooming In With Full Hand
86804;Thumb Down
19728;No gesture
49621;Thumb Up
117929;Swiping Left
69215;Zooming Out With Full Hand
121376;Swiping Right
119366;Thumb Up
47510;Zooming Out With Full Hand
66592;Zooming In With Full Hand
44634;Thumb Up
55314;Thumb Down
62606;Thumb Up
11747;Zooming In With Full Hand
92241;Thumb Down
15072;Thumb Down
48269;Swiping Right
84595;Zooming Out With Full Hand
28975;Swiping Left
120126;Swiping Right
135501;Zooming Out With Full Hand
57668;Zooming Out With Full Hand
27328;Swiping Right
114237;Swiping Right
25040;Swiping Right
71891;Swiping Left
109640;Thumb Up
64528;Swiping Right
17639;Zooming Out With Full Hand
41500;Swiping Right
78975;Thumb Down
59881;No gesture
43113;Thumb Up
109662;Swiping Right
85926;Thumb Down
133192;Thumb Up
110087;Thumb Down
71220;Swiping Right
13689;No gesture
5508;Swiping Left
69653;Swiping Right
24707;Zooming Out With Full Hand
86111;Swiping Left
25160;Zooming In With Full Hand
27727;Thumb Down
48620;Swiping Left
67022;Zooming Out With Full Hand
27841;No gesture
87951;Swiping Left
51217;Swiping Left
40553;Thumb Up
120763;Zooming Out With Full Hand
119267;Swiping Right
3145;No gesture
65841;Zooming In With Full Hand
26057;No gesture
139842;Thumb Up
85036;Swiping Right
103495;Thumb Down
24879;Thumb Up
66900;Zooming In With Full Hand
14435;Thumb Down
55253;Thumb Up
32024;Zooming Out With Full Hand
54537;Thumb Down
69366;Thumb Down
41270;Swiping Right
11829;Zooming Out With Full Hand
492;No gesture
63144;Thumb Up
36974;No gesture
86253;Zooming In With Full Hand
144144;Swiping Left
126644;Swiping Left
21971;Swiping Left
31543;Swiping Right
49087;Zooming Out With Full Hand
129251;Thumb Up
90019;Thumb Down
67739;Swiping Left
141770;Swiping Left
147765;Thumb Up
35496;Thumb Up
63234;Thumb Up
103038;Zooming In With Full Hand
89145;Thumb Down
81742;Swiping Right
133219;No gesture
23154;Zooming Out With Full Hand
38368;No gesture
15040;Swiping Right
133351;Thumb Up
73682;Thumb Up
85328;Swiping Right
77072;Swiping Left
11566;Swiping Left
28601;Swiping Right
75866;Thumb Up
63012;No gesture
25750;Zooming Out With Full Hand
85428;Zooming Out With Full Hand
98542;Zooming Out With Full Hand
79101;No gesture
49396;Thumb Up
18009;Swiping Left
29772;Swiping Right
135200;Swiping Left
118553;Thumb Down
1761;Zooming In With Full Hand
123425;Thumb Down
49091;Thumb Down
16629;Swiping Left
58193;Swiping Left
72220;Swiping Right
78908;Swiping Left
1461;Swiping Left
112289;Thumb Down
40382;No gesture
57814;Zooming Out With Full Hand
8040;Swiping Left
65704;Zooming Out With Full Hand
138541;Zooming In With Full Hand
12630;Swiping Right
145552;Swiping Left
113907;Zooming In With Full Hand
50967;Thumb Down
58378;No gesture
48024;Thumb Down
65491;Thumb Down
56708;Thumb Down
53549;Zooming In With Full Hand
75720;Swiping Right
1458;Swiping Left
78401;Swiping Left
145669;Zooming In With Full Hand
89191;Thumb Down
147464;Swiping Left
95379;Zooming In With Full Hand
50341;Zooming In With Full Hand
61848;No gesture
107687;No gesture
46871;Zooming Out With Full Hand
24559;Zooming In With Full Hand
144358;Zooming Out With Full Hand
148067;Zooming In With Full Hand
37406;Swiping Left
118585;Zooming In With Full Hand
84985;Zooming Out With Full Hand
71700;Swiping Right
70499;Zooming In With Full Hand
49535;Zooming In With Full Hand
51271;No gesture
57237;Thumb Down
23913;Swiping Left
69095;Zooming Out With Full Hand
90918;Swiping Left
106248;Zooming Out With Full Hand
54028;Swiping Right
143631;Zooming Out With Full Hand
10226;Zooming In With Full Hand
129329;Swiping Right
143511;Swiping Left
117068;Zooming Out With Full Hand
52354;Thumb Down
3644;Swiping Right
131578;Zooming In With Full Hand
112739;Thumb Down
29962;Thumb Up
101095;Zooming Out With Full Hand
40426;Thumb Down
681;Thumb Up
68507;Swiping Right
39448;Thumb Down
97228;Thumb Down
36517;Thumb Down
19430;Swiping Right
11139;Thumb Down
39473;Swiping Right
129858;Thumb Down
96046;Zooming In With Full Hand
51082;No gesture
134809;Zooming In With Full Hand
111011;Thumb Up
105467;Swiping Left
120404;Swiping Left
97922;Zooming In With Full Hand
144015;Thumb Up
49018;Swiping Left
139372;Zooming In With Full Hand
44068;Swiping Left
144163;Swiping Left
22830;Zooming Out With Full Hand
30537;Thumb Up
64732;Zooming In With Full Hand
81967;Thumb Up
136210;Zooming In With Full Hand
89322;No gesture
55398;Swiping Left
31669;Swiping Left
54743;Swiping Left
47632;No gesture
116352;Thumb Up
120554;Thumb Down
46684;Thumb Down
89059;Thumb Up
3356;Thumb Up
46599;Zooming Out With Full Hand
90291;Swiping Right
98171;Swiping Left
16968;Swiping Right
26308;Zooming In With Full Hand
72938;Zooming Out With Full Hand
19328;Thumb Down
38031;Swiping Right
51601;Zooming In With Full Hand
104458;Swiping Left
32029;No gesture
107;Swiping Left
114035;Thumb Down
114426;Thumb Up
41726;Thumb Up
25879;Zooming Out With Full Hand
66518;Swiping Right
33850;No gesture
112431;Thumb Down
65345;Thumb Down
14785;Zooming In With Full Hand
82094;Thumb Up
48386;Swiping Left
115005;Zooming In With Full Hand
85947;No gesture
7523;Swiping Left
74595;Swiping Right
131362;Zooming In With Full Hand
135544;Zooming In With Full Hand
30913;Swiping Right
8439;No gesture
34085;Swiping Left
25166;Zooming Out With Full Hand
107410;Swiping Right
104489;Thumb Up
61718;No gesture
51747;Thumb Up
15647;No gesture
84299;Thumb Down
65076;Zooming In With Full Hand
3614;Zooming Out With Full Hand
21880;Thumb Down
84716;Thumb Down
28411;Thumb Up
25892;Zooming Out With Full Hand
105964;Thumb Up
101460;Swiping Left
74717;Swiping Right
55028;Swiping Right
68586;Zooming Out With Full Hand
62065;No gesture
19266;Swiping Right
42638;Thumb Up
97648;Swiping Left
89500;Zooming Out With Full Hand
41303;No gesture
134774;Thumb Up
85038;Thumb Down
129431;Thumb Down
63239;No gesture
6454;Swiping Left
121587;Thumb Up
103213;Swiping Right
79732;Swiping Right
82896;Zooming Out With Full Hand
146870;Swiping Left
18102;Swiping Right
109397;Zooming Out With Full Hand
72520;Thumb Down
18184;Zooming Out With Full Hand
111453;Zooming Out With Full Hand
131491;Thumb Up
122345;No gesture
26272;Swiping Right
29482;Thumb Down
99811;Swiping Left
127065;Swiping Left
60066;Swiping Right
39530;Swiping Right
58832;Swiping Right
144968;Swiping Left
103347;No gesture
122657;No gesture
82500;No gesture
108166;Swiping Left
24561;Thumb Up
58184;Zooming Out With Full Hand
103171;Zooming In With Full Hand
76414;Thumb Down
120062;Swiping Right
29753;Swiping Right
138400;Thumb Up
